iter	Logloss
245	0.3318198493
246	0.3315573467
247	0.3315116948
248	0.3312559979
249	0.3310812955
250	0.3308880007
251	0.3308877455
252	0.3306575557
253	0.3303859798
254	0.3300626871
255	0.3299902835
256	0.3298729547
257	0.3298086138
258	0.3297570067
259	0.3296015303
260	0.3295252363
261	0.3294850003
262	0.3293984422
263	0.3291111196
264	0.3290761756
265	0.3290420989
266	0.3287556785
267	0.3287193138
268	0.3286584855
269	0.3285179956
270	0.3284604011
271	0.328232224
272	0.3282319223
273	0.3281294956
274	0.3278906828
275	0.3277103529
276	0.327578115
277	0.3275747056
278	0.3274563177
279	0.3273687599
280	0.3270901359
281	0.326946149
282	0.3269226032
283	0.3267707174
284	0.3266562673
285	0.3266178656
286	0.3264926619
287	0.3264786165
288	0.3262729154
289	0.3261375179
290	0.3261030047
291	0.3259346692
292	0.3259343644
293	0.3258421849
294	0.3258166237
295	0.3257505374
296	0.3255711366
297	0.3255502031
298	0.3255476437
299	0.3254478362
300	0.325447576
301	0.3254473257
302	0.3252199554
303	0.3251311362
304	0.3250223844
305	0.3249220777
306	0.324877056
307	0.3247217712
308	0.324675286
309	0.3245416874
310	0.3243988888
311	0.3242819045
312	0.3241628816
313	0.3240170461
314	0.323945586
315	0.3237211939
316	0.3236336841
317	0.3235847792
318	0.3235538993
319	0.32342514
320	0.323416375
321	0.3234022754
322	0.3233718746
323	0.323305584
324	0.3232014331
325	0.3230421022
326	0.322958676
327	0.3229206452
328	0.3229050546
329	0.3229043969
330	0.3227731724
331	0.3227037986
332	0.3224726178
333	0.3223600762
334	0.3222612204
335	0.322211172
336	0.3220572824
337	0.3219887832
338	0.3217977442
339	0.3215454976
340	0.3215189105
341	0.3213948996
342	0.3211059203
343	0.321036119
344	0.3209833744
345	0.3209073521
346	0.3208030434
347	0.3207493724
348	0.3206554615
349	0.3205602082
350	0.3203870658
351	0.3200574476
352	0.3199043336
353	0.3198795925
354	0.319749051
355	0.3196435046
356	0.3195412257
357	0.3194653767
358	0.3193949159
359	0.3191474548
360	0.3189963174
361	0.3189047537
362	0.3187163129
363	0.3187038629
364	0.3186023643
365	0.3182735812
366	0.3182594987
367	0.3179585436
368	0.317882253
369	0.3178735879
370	0.3176175428
371	0.3175975909
372	0.3175905614
373	0.31750163
374	0.3174247212
375	0.3172637489
376	0.3171399058
377	0.3170645198
378	0.3169045419
379	0.3168086638
380	0.3166257594
381	0.3164808361
382	0.3164578755
383	0.3164380841
384	0.3163785846
385	0.3163005678
386	0.3162971299
387	0.3161478757
388	0.315966946
389	0.3159353155
390	0.315926416
391	0.3158048614
392	0.3157061256
393	0.3156685756
394	0.3156415222
395	0.3155464314
396	0.3154568173
397	0.3154077105
398	0.3151949569
399	0.3151332838
400	0.3151182569
401	0.3150968475
402	0.3149077378
403	0.3148621866
404	0.3147654251
405	0.3144663546
406	0.3144531982
407	0.3143522448
408	0.3142499104
409	0.3141228551
410	0.3141195155
411	0.3140747214
412	0.3140242868
413	0.3138377818
414	0.3136456188
415	0.3135057897
416	0.3134828908
417	0.3134793775
418	0.3134203226
419	0.3133697487
420	0.3133357276
421	0.3131544268
422	0.3129585708
423	0.3129259533
424	0.3128187401
425	0.3127740479
426	0.3126166702
427	0.312528395
428	0.3123902107
429	0.3121888471
430	0.3120298057
431	0.3119321809
432	0.3118664548
433	0.3117677058
434	0.311593054
435	0.3115043905
436	0.3112608953
437	0.3110685927
438	0.310931974
439	0.3108762902
440	0.3108363686
441	0.3106381298
442	0.3104268065
443	0.3104051741
444	0.3103892709
445	0.3103817166
446	0.3103764768
447	0.31019819
448	0.3101430521
449	0.30987591
450	0.3098756882
451	0.309706598
452	0.3095793104
453	0.3095383591
454	0.3094697647
455	0.3093097171
456	0.3091432487
457	0.3091035475
458	0.3089101952
459	0.3088304533
460	0.3088172285
461	0.308648473
462	0.3085585828
463	0.308419158
464	0.308282225
465	0.3082723797
466	0.308178611
467	0.3081124358
468	0.3080586441
469	0.3079463811
470	0.3078999361
471	0.3077301244
472	0.3075550348
473	0.3074087264
474	0.3071514119
475	0.3071039444
476	0.3069893941
477	0.3067282557
478	0.3065002498
479	0.3063556514
480	0.3062615762
481	0.3062082464
482	0.3060551109
483	0.3059096465
484	0.3059093946
485	0.305705041
486	0.3056417505
487	0.3055613355
488	0.3054554693
489	0.3052204158
490	0.3050478766
491	0.3049346469
492	0.3048557725
493	0.3047344897
494	0.304716782
495	0.3045343795
496	0.3044584709
497	0.3042811642
498	0.3041738461
499	0.30402096
500	0.3036703418
501	0.3035291972
502	0.303437274
503	0.303384728
504	0.3033524194
505	0.3031782619
506	0.3030774571
507	0.3030121566
508	0.3029926463
509	0.3029710473
510	0.3029168372
511	0.302788442
512	0.3027598531
513	0.30265623
514	0.3026061701
515	0.3025552411
516	0.3025080342
517	0.3023844157
518	0.3023252269
519	0.3022333061
520	0.3022074948
521	0.3021758489
522	0.3021223785
523	0.302054784
524	0.302037467
525	0.3018326887
526	0.3017710652
527	0.3017194425
528	0.3015328492
529	0.3014355674
530	0.3013497801
531	0.3013249273
532	0.3012013557
533	0.3009859055
534	0.3009122479
535	0.3008798133
536	0.3007645845
537	0.3005746764
538	0.3005744814
539	0.3005077322
540	0.3004865536
541	0.3004583881
542	0.3003424128
543	0.3002288637
544	0.3001701271
545	0.3000201673
546	0.2999246387
547	0.2998545016
548	0.2998264032
549	0.2997604658
550	0.2996609149
551	0.2993625653
552	0.2992658902
553	0.2991394249
554	0.2990314793
555	0.2989911899
556	0.2988246182
557	0.2986931557
558	0.2984932358
559	0.2984115793
560	0.298361324
561	0.2983013214
562	0.298275243
563	0.2982194193
564	0.2981472188
565	0.2980862444
566	0.2979061051
567	0.2978426045
568	0.2977935457
569	0.2976223483
570	0.2975072146
571	0.297431913
572	0.2973019915
573	0.2971006251
574	0.2969486783
575	0.296713585
576	0.2964398279
577	0.296325679
578	0.2962255255
579	0.2961791718
580	0.2959789742
581	0.295947699
582	0.2958483064
583	0.295707765
584	0.2956120455
585	0.2955277537
586	0.2954148323
587	0.2953226504
588	0.2953123583
589	0.2952852181
590	0.2951957231
591	0.2951620305
592	0.2949927057
593	0.2947879611
594	0.294694832
595	0.2946490918
596	0.2945888107
597	0.2945313339
598	0.2944460313
599	0.2944187249
600	0.2943659891
601	0.2942453827
602	0.2940594222
603	0.2940234593
604	0.2939681518
605	0.2939117346
606	0.2938688221
607	0.293621304
608	0.2936143412
609	0.2934565769
610	0.2933935991
611	0.2932796334
612	0.2931591137
613	0.2931227592
614	0.292980613
615	0.2929574992
616	0.2928793672
617	0.2927639497
618	0.2926186114
619	0.2924832703
620	0.29241943
621	0.292369556
622	0.2922236999
623	0.2920549099
624	0.2919431257
625	0.2919185005
626	0.2918857019
627	0.2917273487
628	0.2916842814
629	0.291607967
630	0.2915184937
631	0.2913943142
632	0.2913011204
633	0.2912246562
634	0.2911479721
635	0.2910356692
636	0.2908964951
637	0.2906960251
638	0.2906170877
639	0.2905667489
640	0.2905237558
641	0.290369662
642	0.2902864849
643	0.2902397641
644	0.290102268
645	0.2899805567
646	0.2898870156
647	0.2898637543
648	0.289823303
649	0.289680043
650	0.2894683451
651	0.2894598966
652	0.2893933603
653	0.2892455086
654	0.289192943
655	0.2889904712
656	0.2889587477
657	0.2888888463
658	0.2888756757
659	0.2886365099
660	0.2884760142
661	0.2884160546
662	0.2883090876
663	0.2882299807
664	0.288047853
665	0.2880035374
666	0.2879611732
667	0.2879121368
668	0.2877675965
669	0.2876933327
670	0.2875811099
671	0.2874903872
672	0.2873475381
673	0.2872366215
674	0.2871144743
675	0.2870044488
676	0.2869278383
677	0.2868476985
678	0.2867828739
679	0.2866562
680	0.2865978168
681	0.2864824931
682	0.2864013901
683	0.2863074152
684	0.2861532787
685	0.285856563
686	0.2857162718
687	0.285578289
688	0.2854725307
689	0.2854112011
690	0.2851991139
691	0.285094503
692	0.2850716311
693	0.2850058832
694	0.2849759639
695	0.2849228267
696	0.2848772047
697	0.2848398437
698	0.2847715753
699	0.2846746035
700	0.2846153688
701	0.2844867223
702	0.2844140833
703	0.2843591892
704	0.2843016492
705	0.2841772568
706	0.2841255335
707	0.2840854524
708	0.2839668863
709	0.2839231217
710	0.2838363107
711	0.2836532788
712	0.2835868073
713	0.2834884317
714	0.2833582449
715	0.2832086347
716	0.2831824884
717	0.2829961479
718	0.2827754194
719	0.2827283093
720	0.2825657376
721	0.2823446521
722	0.282193461
723	0.282079777
724	0.2818674505
725	0.2817108922
726	0.2815915436
727	0.2815230623
728	0.2814968097
729	0.2813810601
730	0.2813162582
731	0.2812356785
732	0.2811711534
733	0.2810612574
734	0.2808638724
735	0.2808502152
736	0.2807787941
737	0.2805976676
738	0.2805320902
739	0.2805181987
740	0.2804363729
741	0.280379956
742	0.2803172849
743	0.2800819772
744	0.2798118165
745	0.2797712787
746	0.2796806914
747	0.2796201878
748	0.2795237625
749	0.2794223038
750	0.2793149681
751	0.2791139681
752	0.2789486653
753	0.2788691801
754	0.2787194731
755	0.2786173071
756	0.2785246241
757	0.2784254847
758	0.2782666211
759	0.2780921805
760	0.278054642
761	0.2778629477
762	0.2778136836
763	0.2777446571
764	0.2776479666
765	0.2776160787
766	0.2775349571
767	0.2773716503
768	0.2772815725
769	0.2771619143
770	0.2769891629
771	0.2769759693
772	0.2769484898
773	0.2769074133
774	0.2766092976
775	0.2764494255
776	0.276361802
777	0.2763371517
778	0.2762457681
779	0.2761130786
780	0.2760625608
781	0.2760007944
782	0.2758428992
783	0.2757775871
784	0.2756097226
785	0.2755622956
786	0.2754980192
787	0.2753958024
788	0.2752577187
789	0.2751527708
790	0.2750522908
791	0.2748826466
792	0.2747981054
793	0.2747408601
794	0.2746865917
795	0.2746467211
796	0.2745893196
797	0.2745220887
798	0.2744018911
799	0.2743580009
800	0.2742510112
801	0.2741387564
802	0.2740983524
803	0.2740333697
804	0.2739838899
805	0.2739484513
806	0.2737246984
807	0.273577335
808	0.2734790452
809	0.2734588424
810	0.2733316207
811	0.2732799056
812	0.2731446782
813	0.2731121213
814	0.2729503559
815	0.2728384701
816	0.2727292993
817	0.2725631894
818	0.2725220505
819	0.2723842799
820	0.272331193
821	0.272302162
822	0.2721616563
823	0.27193831
824	0.2718339932
825	0.2715770118
826	0.2715067793
827	0.2714685503
828	0.2714504861
829	0.2714134098
830	0.2712485339
831	0.2710670071
832	0.2710557457
833	0.270978845
834	0.2708651451
835	0.270754649
836	0.2706953363
837	0.2705801781
838	0.2704503707
839	0.2703521421
840	0.2702994062
841	0.2702689142
842	0.2701435488
843	0.2700455762
844	0.2698700983
845	0.2697866491
846	0.2697061349
847	0.2696372153
848	0.269479577
849	0.2693689717
850	0.2692895545
851	0.2692075218
852	0.2691240298
853	0.2690058622
854	0.2688939394
855	0.2686915692
856	0.2686594993
857	0.2684515398
858	0.2684463
859	0.2682423917
860	0.2680741614
861	0.2679189587
862	0.2678848362
863	0.2678361819
864	0.267650478
865	0.2676348765
866	0.2675158604
867	0.2673713324
868	0.2670991113
869	0.2670598549
870	0.2669688725
871	0.2668930088
872	0.2668443701
873	0.2667975603
874	0.2667200505
875	0.2665782919
876	0.2664695439
877	0.2664320863
878	0.2663993848
879	0.2663590647
880	0.2663150407
881	0.2661552555
882	0.2661094019
883	0.2660601487
884	0.2659901875
885	0.2659393756
886	0.2658097489
887	0.2657607588
888	0.2657188364
889	0.2655940219
890	0.2655901506
891	0.2655676817
892	0.2654895649
893	0.2654466492
894	0.2654391123
895	0.2653187605
896	0.2652191088
897	0.2651880102
898	0.2651645106
899	0.2650769432
900	0.2648963383
901	0.2647429155
902	0.2646842164
903	0.2646230917
904	0.2645374571
905	0.2645306825
906	0.2645262429
907	0.264268012
908	0.2640656465
909	0.2639920197
910	0.2639378323
911	0.263841571
912	0.2637620591
913	0.2636142456
914	0.2635729296
915	0.2635423177
916	0.2635174207
917	0.263402184
918	0.2633399545
919	0.2630936829
920	0.2630396954
921	0.2630140526
922	0.2630093622
923	0.2628806964
924	0.2628084808
925	0.2627559233
926	0.2627084658
927	0.262679695
928	0.2625023071
929	0.2623682099
930	0.2622976249
931	0.2622513997
932	0.262223554
933	0.2620929897
934	0.261978712
935	0.2619345607
936	0.2618121519
937	0.2617437966
938	0.261688335
939	0.2616418798
940	0.2615063976
941	0.2614717278
942	0.2614105801
943	0.2612986275
944	0.2611874185
945	0.2611701994
946	0.2610422801
947	0.2609560258
948	0.2609107771
949	0.2607451196
950	0.2607205604
951	0.2606557382
952	0.2606367734
953	0.2605836774
954	0.2604734776
955	0.2604377412
956	0.2603389545
957	0.2603144624
958	0.2602788072
959	0.2602438522
960	0.2601363502
961	0.2600728982
962	0.2600098336
963	0.259946524
964	0.2599172961
965	0.2598363776
966	0.2596185669
967	0.2596008835
968	0.2594866497
969	0.2594453969
970	0.2593557923
971	0.2593296316
972	0.2591231852
973	0.259100362
974	0.2590823908
975	0.2589940941
976	0.2588921631
977	0.2588559893
978	0.2587577084
979	0.2587173855
980	0.2585746615
981	0.2585368213
982	0.2584228982
983	0.2583015224
984	0.2582266569
985	0.2581810774
986	0.2580244686
987	0.2579979837
988	0.2579661267
989	0.2578565548
990	0.25779648
991	0.2577097542
992	0.257679559
993	0.2576177211
994	0.2575961288
995	0.2574783168
996	0.2574275314
997	0.2574114782
998	0.2573390503
999	0.2573168002
